(buy(603)) --> (buy(254)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(603)) --> (buy(293)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(326)), {C=0.10937499999999999, S=0.0006808676198813345}
(buy(603)) --> (buy(370)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(603)) --> (buy(393)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(596)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(620)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(623)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(782)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(786)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(856)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(896)), {C=0.10937499999999999, S=0.0006808676198813345}
(buy(603)) --> (buy(952)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(603)) --> (buy(1019)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(1086)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(1133)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(1243)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(1319)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(1324)), {C=0.078125, S=0.00048633401420095323}
(buy(603)) --> (buy(1355)), {C=0.078125, S=0.00048633401420095323}
