(buy(371)) --> (buy(21)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(44)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(121)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(248)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(271)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(375)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(427)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(371)) --> (buy(484)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(514)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(549)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(595)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(371)) --> (buy(604)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(610)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(614)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(751)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(791)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(830)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(887)), {C=0.10958904109589042, S=0.0007781344227215252}
(buy(371)) --> (buy(903)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1020)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1097)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1120)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1153)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1246)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1257)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1320)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(371)) --> (buy(1423)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(371)) --> (buy(1435)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(371)) --> (buy(1520)), {C=0.0821917808219178, S=0.0005836008170411438}
