(buy(769)) --> (buy(70)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(769)) --> (buy(153)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(769)) --> (buy(263)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(769)) --> (buy(420)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(769)) --> (buy(447)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(769)) --> (buy(519)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(769)) --> (buy(526)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(769)) --> (buy(536)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(769)) --> (buy(919)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(769)) --> (buy(1049)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(769)) --> (buy(1368)), {C=0.0892857142857143, S=0.00048633401420095323}
