(buy(595)) --> (buy(222)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(229)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(371)), {C=0.12068965517241378, S=0.0006808676198813345}
(buy(595)) --> (buy(445)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(482)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(485)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(493)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(596)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(629)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(595)) --> (buy(633)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(683)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(712)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(746)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(751)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(829)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(595)) --> (buy(988)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(595)) --> (buy(1024)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(1161)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(1238)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(1301)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(1392)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(595)) --> (buy(1411)), {C=0.08620689655172414, S=0.00048633401420095323}
