(buy(928)) --> (buy(48)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(146)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(928)) --> (buy(225)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(928)) --> (buy(242)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(312)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(928)) --> (buy(385)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(389)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(928)) --> (buy(502)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(525)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(529)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(545)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(928)) --> (buy(546)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(584)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(629)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(745)), {C=0.10958904109589042, S=0.0007781344227215252}
(buy(928)) --> (buy(771)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(778)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(928)) --> (buy(845)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(928)) --> (buy(1121)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(1193)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(1344)), {C=0.10958904109589042, S=0.0007781344227215252}
(buy(928)) --> (buy(1471)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(928)) --> (buy(1494)), {C=0.12328767123287672, S=0.0008754012255617158}
(buy(928)) --> (buy(1504)), {C=0.0684931506849315, S=0.00048633401420095323}
