(buy(447)) --> (buy(43)), {C=0.07894736842105263, S=0.0005836008170411438}
(buy(447)) --> (buy(54)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(70)), {C=0.13157894736842107, S=0.0009726680284019065}
(buy(447)) --> (buy(141)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(258)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(264)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(291)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(297)), {C=0.07894736842105263, S=0.0005836008170411438}
(buy(447)) --> (buy(403)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(437)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(441)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(443)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(453)), {C=0.09210526315789473, S=0.0006808676198813345}
(buy(447)) --> (buy(497)), {C=0.09210526315789473, S=0.0006808676198813345}
(buy(447)) --> (buy(501)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(624)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(645)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(680)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(769)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(795)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(830)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(851)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(946)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(963)), {C=0.07894736842105263, S=0.0005836008170411438}
(buy(447)) --> (buy(1024)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(1074)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(1173)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(1266)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(1273)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(1289)), {C=0.07894736842105263, S=0.0005836008170411438}
(buy(447)) --> (buy(1389)), {C=0.06578947368421054, S=0.00048633401420095323}
(buy(447)) --> (buy(1450)), {C=0.07894736842105263, S=0.0005836008170411438}
