(buy(645)) --> (buy(43)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(344)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(384)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(412)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(440)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(645)) --> (buy(447)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(612)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(622)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(811)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(849)), {C=0.09722222222222221, S=0.0006808676198813345}
(buy(645)) --> (buy(921)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(939)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(995)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(645)) --> (buy(1014)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(1055)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(645)) --> (buy(1107)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(1161)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(1234)), {C=0.09722222222222221, S=0.0006808676198813345}
(buy(645)) --> (buy(1265)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(645)) --> (buy(1305)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(1311)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(1344)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(645)) --> (buy(1388)), {C=0.09722222222222221, S=0.0006808676198813345}
(buy(645)) --> (buy(1431)), {C=0.06944444444444445, S=0.00048633401420095323}
