(buy(795)) --> (buy(303)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(385)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(393)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(795)) --> (buy(447)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(452)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(527)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(537)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(795)) --> (buy(562)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(795)) --> (buy(718)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(1018)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(795)) --> (buy(1019)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(1129)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(795)) --> (buy(1207)), {C=0.09433962264150944, S=0.00048633401420095323}
