(buy(1456)) --> (buy(281)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(354)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(381)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(414)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(441)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(547)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(614)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(836)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(851)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(1456)) --> (buy(908)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(947)), {C=0.125, S=0.0007781344227215252}
(buy(1456)) --> (buy(957)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(1456)) --> (buy(963)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(1046)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(1080)), {C=0.078125, S=0.00048633401420095323}
(buy(1456)) --> (buy(1166)), {C=0.078125, S=0.00048633401420095323}
