(buy(162)) --> (buy(149)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(279)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(162)) --> (buy(390)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(609)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(797)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(162)) --> (buy(904)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(1171)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(162)) --> (buy(1212)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(1232)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(1234)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(1248)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(1265)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(162)) --> (buy(1275)), {C=0.125, S=0.0006808676198813345}
(buy(162)) --> (buy(1291)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(162)) --> (buy(1398)), {C=0.0892857142857143, S=0.00048633401420095323}
