(buy(1288)) --> (buy(261)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(279)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(283)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(303)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(339)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(473)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(479)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(480)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(485)), {C=0.11864406779661016, S=0.0006808676198813345}
(buy(1288)) --> (buy(555)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(751)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1288)) --> (buy(963)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(1122)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(1192)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(1211)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1288)) --> (buy(1305)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1288)) --> (buy(1404)), {C=0.0847457627118644, S=0.00048633401420095323}
