(buy(1139)) --> (buy(147)), {C=0.13043478260869565, S=0.0005836008170411438}
(buy(1139)) --> (buy(629)), {C=0.15217391304347824, S=0.0006808676198813345}
(buy(1139)) --> (buy(633)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(746)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(866)), {C=0.13043478260869565, S=0.0005836008170411438}
(buy(1139)) --> (buy(883)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(1143)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(1205)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(1266)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(1422)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(1426)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(1443)), {C=0.10869565217391305, S=0.00048633401420095323}
(buy(1139)) --> (buy(1550)), {C=0.10869565217391305, S=0.00048633401420095323}
