(buy(1024)) --> (buy(9)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(415)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(447)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(514)), {C=0.11864406779661016, S=0.0006808676198813345}
(buy(1024)) --> (buy(595)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(631)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(924)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(1018)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(1217)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(1374)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1024)) --> (buy(1500)), {C=0.0847457627118644, S=0.00048633401420095323}
