(buy(393)) --> (buy(54)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(206)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(349)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(409)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(443)), {C=0.13559322033898305, S=0.0007781344227215252}
(buy(393)) --> (buy(449)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(559)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(393)) --> (buy(570)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(603)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(795)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(393)) --> (buy(836)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(926)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(979)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(1059)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(393)) --> (buy(1142)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(1326)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(393)) --> (buy(1419)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(393)) --> (buy(1458)), {C=0.0847457627118644, S=0.00048633401420095323}
