(buy(464)) --> (buy(25)), {C=0.10526315789473682, S=0.0005836008170411438}
(buy(464)) --> (buy(115)), {C=0.10526315789473682, S=0.0005836008170411438}
(buy(464)) --> (buy(126)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(255)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(387)), {C=0.12280701754385963, S=0.0006808676198813345}
(buy(464)) --> (buy(414)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(454)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(537)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(543)), {C=0.10526315789473682, S=0.0005836008170411438}
(buy(464)) --> (buy(855)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(866)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(956)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(1086)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(1093)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(1261)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(464)) --> (buy(1421)), {C=0.08771929824561403, S=0.00048633401420095323}
