(buy(449)) --> (buy(146)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(176)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(278)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(393)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(453)), {C=0.12244897959183672, S=0.0005836008170411438}
(buy(449)) --> (buy(926)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(997)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(1152)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(1471)), {C=0.1020408163265306, S=0.00048633401420095323}
(buy(449)) --> (buy(1535)), {C=0.14285714285714282, S=0.0006808676198813345}
(buy(449)) --> (buy(1548)), {C=0.1020408163265306, S=0.00048633401420095323}
