(buy(486)) --> (buy(43)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(486)) --> (buy(66)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(76)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(136)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(394)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(492)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(525)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(889)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(1019)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(486)) --> (buy(1070)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(1135)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(1401)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(1429)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(1541)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(486)) --> (buy(1558)), {C=0.08333333333333334, S=0.00048633401420095323}
