(house_owner(Y))(buy(481)) --> (buy(27)), {C=0.0008054123711340207, S=0.00048633401420095323}
(house_owner(Y))(buy(481)) --> (buy(554)), {C=0.001127577319587629, S=0.0006808676198813345}
(house_owner(Y))(buy(481)) --> (buy(637)), {C=0.0009664948453608248, S=0.0005836008170411438}
(house_owner(Y))(buy(481)) --> (buy(648)), {C=0.0008054123711340207, S=0.00048633401420095323}
(house_owner(Y))(buy(481)) --> (buy(710)), {C=0.0008054123711340207, S=0.00048633401420095323}
(house_owner(Y))(buy(481)) --> (buy(808)), {C=0.0008054123711340207, S=0.00048633401420095323}
(house_owner(Y))(buy(481)) --> (buy(874)), {C=0.0008054123711340207, S=0.00048633401420095323}
(house_owner(Y))(buy(481)) --> (buy(1001)), {C=0.0008054123711340207, S=0.00048633401420095323}
(house_owner(Y))(buy(481)) --> (buy(1230)), {C=0.0008054123711340207, S=0.00048633401420095323}
(house_owner(Y))(buy(481)) --> (buy(1463)), {C=0.0008054123711340207, S=0.00048633401420095323}
