(country(USA))(buy(691)) --> (buy(76)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(262)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(312)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(337)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(457)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(550)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(563)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(691)) --> (buy(776)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(900)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(953)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(1023)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(1036)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(691)) --> (buy(1057)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(1120)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(1186)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(691)) --> (buy(1481)), {C=0.0006794401413235494, S=0.00048633401420095323}
