(country(USA))(buy(328)) --> (buy(102)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(328)) --> (buy(291)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(328)) --> (buy(327)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(328)) --> (buy(403)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(328)) --> (buy(406)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(328)) --> (buy(521)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(328)) --> (buy(528)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(328)) --> (buy(561)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(328)) --> (buy(931)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(328)) --> (buy(1183)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(328)) --> (buy(1316)), {C=0.0006794401413235494, S=0.00048633401420095323}
