(country(USA))(buy(579)) --> (buy(34)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(579)) --> (buy(43)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(579)) --> (buy(113)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(579)) --> (buy(413)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(579)) --> (buy(473)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(579)) --> (buy(549)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(579)) --> (buy(662)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(579)) --> (buy(746)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(579)) --> (buy(822)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(579)) --> (buy(979)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(579)) --> (buy(1088)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(579)) --> (buy(1112)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(579)) --> (buy(1152)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(579)) --> (buy(1445)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(579)) --> (buy(1522)), {C=0.0006794401413235494, S=0.00048633401420095323}
