(country(USA))(buy(414)) --> (buy(25)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(58)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(98)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(153)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(226)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(279)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(285)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(304)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(331)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(337)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(349)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(370)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(377)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(430)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(464)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(470)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(497)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(503)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(585)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(597)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(414)) --> (buy(620)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(634)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(670)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(730)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(414)) --> (buy(757)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(869)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(982)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1023)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1040)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1136)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(1173)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1390)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(414)) --> (buy(1410)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1437)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1450)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1452)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1456)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(414)) --> (buy(1550)), {C=0.0006794401413235494, S=0.00048633401420095323}
