(country(USA))(buy(1287)) --> (buy(338)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(554)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(565)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(654)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1287)) --> (buy(666)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(772)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(832)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(844)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(1249)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(1308)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1287)) --> (buy(1393)), {C=0.0006794401413235494, S=0.00048633401420095323}
