(country(USA))(buy(1012)) --> (buy(153)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1012)) --> (buy(197)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(290)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(344)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(350)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(748)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(827)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(962)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1002)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1082)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1218)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1246)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1282)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1283)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1366)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1470)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1500)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1012)) --> (buy(1507)), {C=0.0006794401413235494, S=0.00048633401420095323}
