(country(USA))(buy(515)) --> (buy(122)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(126)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(515)) --> (buy(238)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(322)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(804)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(1031)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(1058)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(515)) --> (buy(1147)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(1241)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(1320)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(1397)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(515)) --> (buy(1420)), {C=0.0006794401413235494, S=0.00048633401420095323}
