(country(USA))(buy(465)) --> (buy(115)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(120)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(309)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(465)) --> (buy(315)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(432)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(465)) --> (buy(501)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(576)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(609)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(465)) --> (buy(629)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(642)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(465)) --> (buy(814)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(833)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(844)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(465)) --> (buy(952)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(967)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(997)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(465)) --> (buy(1031)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(1041)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(1267)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(465)) --> (buy(1387)), {C=0.0006794401413235494, S=0.00048633401420095323}
