(country(USA))(buy(594)) --> (buy(53)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(594)) --> (buy(112)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(594)) --> (buy(444)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(594)) --> (buy(493)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(594)) --> (buy(511)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(594)) --> (buy(544)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(594)) --> (buy(622)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(594)) --> (buy(1084)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(594)) --> (buy(1154)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(594)) --> (buy(1297)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(594)) --> (buy(1298)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(594)) --> (buy(1337)), {C=0.0006794401413235494, S=0.00048633401420095323}
