(country(USA))(buy(1149)) --> (buy(246)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1149)) --> (buy(640)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1149)) --> (buy(760)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1149)) --> (buy(823)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1149)) --> (buy(839)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1149)) --> (buy(939)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(1149)) --> (buy(1033)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1149)) --> (buy(1166)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1149)) --> (buy(1167)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1149)) --> (buy(1232)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1149)) --> (buy(1299)), {C=0.0006794401413235494, S=0.00048633401420095323}
