(country(USA))(buy(863)) --> (buy(480)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(863)) --> (buy(563)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(763)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(863)) --> (buy(840)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(860)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(873)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(880)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(939)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(948)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(976)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(985)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(1079)), {C=0.001222992254382389, S=0.0008754012255617158}
(country(USA))(buy(863)) --> (buy(1206)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(1212)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(1295)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(863)) --> (buy(1316)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(1317)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(1382)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(863)) --> (buy(1389)), {C=0.0006794401413235494, S=0.00048633401420095323}
