(country(USA))(buy(439)) --> (buy(23)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(139)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(276)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(329)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(472)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(526)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(583)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(439)) --> (buy(589)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(439)) --> (buy(849)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(1005)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(439)) --> (buy(1407)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(439)) --> (buy(1506)), {C=0.0006794401413235494, S=0.00048633401420095323}
