(country(USA))(buy(472)) --> (buy(56)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(472)) --> (buy(89)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(472)) --> (buy(399)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(439)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(522)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(472)) --> (buy(544)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(589)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(728)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(472)) --> (buy(822)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(472)) --> (buy(882)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(472)) --> (buy(948)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(1021)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(1059)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(1311)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(472)) --> (buy(1536)), {C=0.0006794401413235494, S=0.00048633401420095323}
