(country(USA))(buy(1492)) --> (buy(21)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(148)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(215)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(300)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(433)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1492)) --> (buy(454)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(585)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(654)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(656)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(830)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(962)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(974)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(1036)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(1137)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1492)) --> (buy(1203)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1492)) --> (buy(1282)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(1320)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1492)) --> (buy(1382)), {C=0.0006794401413235494, S=0.00048633401420095323}
