(country(USA))(buy(884)) --> (buy(126)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(296)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(429)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(460)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(463)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(491)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(534)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(861)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(984)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(1029)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(1446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(884)) --> (buy(1473)), {C=0.0006794401413235494, S=0.00048633401420095323}
