(country(USA))(buy(1392)) --> (buy(42)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(62)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(90)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(95)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(144)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(194)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(383)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(410)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(443)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(466)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(537)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(549)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(570)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(578)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(587)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(595)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(643)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(697)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(718)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(843)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(849)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(855)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(905)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(909)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(933)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(988)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1092)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1248)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(1308)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1336)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1392)) --> (buy(1372)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1411)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1419)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1435)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1392)) --> (buy(1465)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1496)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1541)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1392)) --> (buy(1558)), {C=0.0006794401413235494, S=0.00048633401420095323}
