(country(USA))(buy(666)) --> (buy(30)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(271)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(443)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(638)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(832)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(854)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(876)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(666)) --> (buy(1036)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(1042)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(666)) --> (buy(1082)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(1287)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(1297)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(1447)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(666)) --> (buy(1498)), {C=0.0006794401413235494, S=0.00048633401420095323}
