(country(USA))(buy(1479)) --> (buy(61)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(67)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(217)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(223)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(385)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1479)) --> (buy(404)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1479)) --> (buy(460)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(521)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(590)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(630)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1479)) --> (buy(738)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(797)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(806)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(836)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(903)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(943)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(953)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(963)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(992)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(1077)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(1196)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1479)) --> (buy(1236)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(1265)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(1357)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(1406)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1479)) --> (buy(1419)), {C=0.0008153281695882593, S=0.0005836008170411438}
