(country(USA))(buy(306)) --> (buy(196)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(250)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(443)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(456)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(616)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(766)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(849)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(855)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(859)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(905)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(306)) --> (buy(1365)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(1421)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(306)) --> (buy(1448)), {C=0.0009512161978529692, S=0.0006808676198813345}
