(country(USA))(buy(1368)) --> (buy(126)), {C=0.001222992254382389, S=0.0008754012255617158}
(country(USA))(buy(1368)) --> (buy(353)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1368)) --> (buy(442)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(458)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1368)) --> (buy(492)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(493)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1368)) --> (buy(498)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(692)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(696)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(769)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(829)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(865)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(912)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(952)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1368)) --> (buy(1042)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(1046)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(1353)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(1384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1368)) --> (buy(1550)), {C=0.0006794401413235494, S=0.00048633401420095323}
