(country(USA))(buy(964)) --> (buy(15)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(315)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(964)) --> (buy(317)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(382)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(388)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(477)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(575)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(638)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(777)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(808)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(960)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(1064)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(964)) --> (buy(1309)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(1320)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(964)) --> (buy(1401)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(964)) --> (buy(1407)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(964)) --> (buy(1499)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(964)) --> (buy(1546)), {C=0.0006794401413235494, S=0.00048633401420095323}
