(country(USA))(buy(1499)) --> (buy(30)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1499)) --> (buy(174)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1499)) --> (buy(184)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1499)) --> (buy(394)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1499)) --> (buy(397)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1499)) --> (buy(417)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1499)) --> (buy(576)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1499)) --> (buy(615)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1499)) --> (buy(823)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1499)) --> (buy(964)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(1499)) --> (buy(989)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1499)) --> (buy(1134)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1499)) --> (buy(1249)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1499)) --> (buy(1425)), {C=0.0006794401413235494, S=0.00048633401420095323}
