(country(USA))(buy(13)) --> (buy(83)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(246)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(340)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(507)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(812)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(995)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(13)) --> (buy(1099)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(1188)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(1394)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(13)) --> (buy(1488)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(13)) --> (buy(1527)), {C=0.0006794401413235494, S=0.00048633401420095323}
