(country(USA))(buy(514)) --> (buy(48)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(204)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(358)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(371)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(564)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(514)) --> (buy(570)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(630)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(514)) --> (buy(880)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(888)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(1007)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(514)) --> (buy(1017)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(1024)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(514)) --> (buy(1130)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(514)) --> (buy(1473)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(1477)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(514)) --> (buy(1523)), {C=0.0006794401413235494, S=0.00048633401420095323}
