(country(USA))(buy(1087)) --> (buy(78)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(279)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(838)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(914)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(937)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1087)) --> (buy(987)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(1130)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(1247)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(1433)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1087)) --> (buy(1434)), {C=0.0006794401413235494, S=0.00048633401420095323}
