(country(USA))(buy(902)) --> (buy(21)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(43)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(90)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(227)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(902)) --> (buy(233)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(253)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(902)) --> (buy(353)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(902)) --> (buy(413)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(455)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(902)) --> (buy(519)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(619)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(902)) --> (buy(626)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(744)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(830)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(944)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(952)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(1124)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(902)) --> (buy(1152)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(1336)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(1357)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(902)) --> (buy(1424)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(1463)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(1468)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(902)) --> (buy(1497)), {C=0.0006794401413235494, S=0.00048633401420095323}
