(country(USA))(buy(341)) --> (buy(271)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(311)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(337)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(507)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(707)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(341)) --> (buy(730)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(341)) --> (buy(740)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(917)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(918)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(990)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(1044)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(341)) --> (buy(1163)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(341)) --> (buy(1300)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(341)) --> (buy(1343)), {C=0.0006794401413235494, S=0.00048633401420095323}
