(country(USA))(buy(1000)) --> (buy(45)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(78)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1000)) --> (buy(291)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(334)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(424)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(600)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(733)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1000)) --> (buy(774)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(854)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(961)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1001)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1002)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1133)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1283)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1423)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(1000)) --> (buy(1466)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1489)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1493)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1516)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1000)) --> (buy(1523)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1000)) --> (buy(1526)), {C=0.0009512161978529692, S=0.0006808676198813345}
