(country(USA))(buy(663)) --> (buy(120)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(315)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(363)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(428)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(636)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(819)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(840)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(869)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(873)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(979)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(663)) --> (buy(1019)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(1339)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(1362)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(663)) --> (buy(1389)), {C=0.0006794401413235494, S=0.00048633401420095323}
