(country(USA))(buy(554)) --> (buy(71)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(554)) --> (buy(187)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(364)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(404)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(554)) --> (buy(448)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(554)) --> (buy(481)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(554)) --> (buy(558)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(554)) --> (buy(751)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(847)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(947)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(1055)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(1170)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(1222)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(1287)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(554)) --> (buy(1290)), {C=0.0008153281695882593, S=0.0005836008170411438}
