(country(USA))(buy(336)) --> (buy(59)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(336)) --> (buy(99)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(113)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(412)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(413)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(935)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(941)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(963)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(978)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(336)) --> (buy(1418)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(336)) --> (buy(1445)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(336)) --> (buy(1451)), {C=0.0006794401413235494, S=0.00048633401420095323}
