(country(USA))(buy(388)) --> (buy(81)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(361)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(421)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(438)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(625)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(851)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(964)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(1204)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(388)) --> (buy(1326)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(1347)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(1373)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(1452)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(388)) --> (buy(1489)), {C=0.0006794401413235494, S=0.00048633401420095323}
