(country(USA))(buy(608)) --> (buy(116)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(119)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(608)) --> (buy(186)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(290)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(501)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(575)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(608)) --> (buy(609)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(746)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(834)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(947)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(984)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(1193)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(1357)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(608)) --> (buy(1384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(608)) --> (buy(1411)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(608)) --> (buy(1470)), {C=0.0006794401413235494, S=0.00048633401420095323}
