(country(USA))(buy(794)) --> (buy(12)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(275)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(339)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(391)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(438)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(794)) --> (buy(572)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(871)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(921)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(794)) --> (buy(1021)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(1237)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(1305)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(794)) --> (buy(1436)), {C=0.0006794401413235494, S=0.00048633401420095323}
