(country(USA))(buy(342)) --> (buy(42)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(342)) --> (buy(102)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(229)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(415)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(508)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(812)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(891)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(905)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(951)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(984)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(1291)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(342)) --> (buy(1407)), {C=0.0009512161978529692, S=0.0006808676198813345}
