(country(USA))(buy(1473)) --> (buy(54)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(182)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(298)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(385)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1473)) --> (buy(466)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(514)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(557)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(598)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(684)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(751)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1473)) --> (buy(813)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1473)) --> (buy(884)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(903)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1473)) --> (buy(951)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(980)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(1057)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(1117)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(1173)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1473)) --> (buy(1423)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1473)) --> (buy(1500)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1473)) --> (buy(1516)), {C=0.0006794401413235494, S=0.00048633401420095323}
