(country(USA))(buy(46)) --> (buy(90)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(339)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(482)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(599)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(46)) --> (buy(609)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(616)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(772)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(1138)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(1188)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(46)) --> (buy(1421)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(1428)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(46)) --> (buy(1464)), {C=0.0008153281695882593, S=0.0005836008170411438}
