(country(USA))(buy(975)) --> (buy(44)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(93)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(263)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(492)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(586)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(975)) --> (buy(614)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(659)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(670)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(975)) --> (buy(686)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(975)) --> (buy(792)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(852)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(914)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(952)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(975)) --> (buy(967)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(984)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(1125)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(1163)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(1231)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(1301)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(975)) --> (buy(1497)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(975)) --> (buy(1514)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(975)) --> (buy(1518)), {C=0.0006794401413235494, S=0.00048633401420095323}
