(country(USA))(buy(371)) --> (buy(21)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(44)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(121)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(248)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(271)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(375)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(427)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(371)) --> (buy(484)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(514)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(549)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(595)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(371)) --> (buy(604)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(610)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(614)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(751)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(791)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(830)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(887)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(371)) --> (buy(903)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1020)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1097)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1120)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1153)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1246)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1257)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1320)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(371)) --> (buy(1423)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(371)) --> (buy(1435)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(371)) --> (buy(1520)), {C=0.0008153281695882593, S=0.0005836008170411438}
