(country(USA))(buy(997)) --> (buy(121)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(153)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(997)) --> (buy(182)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(421)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(449)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(454)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(465)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(997)) --> (buy(498)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(997)) --> (buy(593)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(648)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(726)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(997)) --> (buy(814)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(876)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(981)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(1053)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(1184)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(1363)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(997)) --> (buy(1491)), {C=0.0006794401413235494, S=0.00048633401420095323}
