(country(USA))(buy(1044)) --> (buy(262)), {C=0.001222992254382389, S=0.0008754012255617158}
(country(USA))(buy(1044)) --> (buy(329)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1044)) --> (buy(341)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1044)) --> (buy(501)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1044)) --> (buy(849)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1044)) --> (buy(921)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1044)) --> (buy(1150)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1044)) --> (buy(1154)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1044)) --> (buy(1227)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1044)) --> (buy(1450)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1044)) --> (buy(1467)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1044)) --> (buy(1487)), {C=0.0006794401413235494, S=0.00048633401420095323}
