(country(USA))(buy(228)) --> (buy(45)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(228)) --> (buy(206)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(261)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(432)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(477)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(551)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(831)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(228)) --> (buy(844)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(850)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(228)) --> (buy(955)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(977)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(1049)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(1066)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(228)) --> (buy(1171)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(1276)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(228)) --> (buy(1380)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(228)) --> (buy(1443)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(228)) --> (buy(1476)), {C=0.0006794401413235494, S=0.00048633401420095323}
