(country(USA))(buy(45)) --> (buy(84)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(112)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(228)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(45)) --> (buy(265)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(45)) --> (buy(448)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(45)) --> (buy(571)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(860)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(936)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(994)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(1000)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(1078)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(1133)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(1356)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(45)) --> (buy(1422)), {C=0.0006794401413235494, S=0.00048633401420095323}
