(country(USA))(buy(116)) --> (buy(17)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(116)) --> (buy(50)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(116)) --> (buy(126)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(116)) --> (buy(366)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(116)) --> (buy(608)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(116)) --> (buy(609)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(116)) --> (buy(638)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(116)) --> (buy(1025)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(116)) --> (buy(1158)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(116)) --> (buy(1231)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(116)) --> (buy(1362)), {C=0.0006794401413235494, S=0.00048633401420095323}
