(country(USA))(buy(379)) --> (buy(96)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(109)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(273)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(379)) --> (buy(329)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(362)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(379)) --> (buy(529)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(379)) --> (buy(589)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(600)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(622)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(662)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(379)) --> (buy(852)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(855)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(862)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(379)) --> (buy(1055)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(1161)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(379)) --> (buy(1192)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(1206)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(1217)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(1294)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(1376)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(1504)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(379)) --> (buy(1529)), {C=0.0006794401413235494, S=0.00048633401420095323}
