(country(USA))(buy(1490)) --> (buy(5)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1490)) --> (buy(115)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1490)) --> (buy(198)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1490)) --> (buy(375)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1490)) --> (buy(420)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1490)) --> (buy(631)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(1490)) --> (buy(968)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1490)) --> (buy(980)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1490)) --> (buy(984)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1490)) --> (buy(1141)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1490)) --> (buy(1336)), {C=0.0009512161978529692, S=0.0006808676198813345}
